,level_0,station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,week,dayofweek
785,785,1,2011-06-19,81,63,72,2,65,68,0,7,416,1930, ,0.00,29.03,29.75,4.1,11,5.2,2011,6,24,6
786,786,1,2011-06-20,79,65,72,2,67,69,0,7,416,1930,TSRA RA BR,0.18,29.01,29.72,6.2,16,8.1,2011,6,25,0
787,787,1,2011-06-21,89,66,78,8,70,72,0,13,416,1930,RA BR SQ,0.45,28.92,29.64,11.5,18,12.1,2011,6,25,1
788,788,1,2011-06-22,73,64,69,-1,63,65,0,4,417,1931,RA,0.02,28.89,29.59,12.6,21,13.4,2011,6,25,2
789,789,1,2011-06-23,71,62,67,-3,59,62,0,2,417,1931,RA BR,0.01,28.9,29.6,11.4,26,12.7,2011,6,25,3
790,790,1,2011-06-24,68,60,64,-7,56,59,1,0,417,1931, ,0.00,29.08,29.76,9.4,29,9.6,2011,6,25,4
791,791,1,2011-06-25,79,58,69,-2,53,60,0,4,417,1931, ,0.00,29.21,29.92,2.5,10,4.6,2011,6,25,5
792,792,1,2011-06-26,81,57,69,-2,53,60,0,4,418,1931, ,0.00,29.23,29.94,5.8,9,6.9,2011,6,25,6
793,793,1,2011-06-27,81,65,73,2,63,67,0,8,418,1931,RA HZ,0.03,29.08,29.8,6.9,21,10.8,2011,6,26,0
794,794,1,2011-06-28,81,63,72,1,54,61,0,7,419,1931, ,0.00,29.28,29.98,9.1,30,9.6,2011,6,26,1
795,795,1,2011-06-29,81,59,70,-1,56,62,0,5,419,1931, ,0.00,29.35,30.06,3.7,8,5.4,2011,6,26,2
796,796,1,2011-06-30,88,60,74,2,62,67,0,9,419,1931, , 0.00,29.28,30.0,8.2,17,9.4,2011,6,26,3
797,797,1,2011-07-01,89,72,81,9,62,68,0,16,420,1931, ,0.00,29.24,29.96,14.3,18,14.9,2011,7,26,4
798,798,1,2011-07-02,94,71,83,11,70,74,0,18,420,1931,BR,0.00,29.25,29.95,3.9,24,8.3,2011,7,26,5
799,799,1,2011-07-03,84,69,77,5,57,65,0,12,421,1931, ,0.00,29.28,29.98,4.7,2,5.9,2011,7,26,6
800,800,1,2011-07-04,89,65,77,5,55,64,0,12,422,1930, ,0.00,29.26,29.97,2.9,5,4.3,2011,7,27,0
801,801,1,2011-07-05,91,68,80,8,60,68,0,15,422,1930, ,0.00,29.25,29.96,5.2,28,6.2,2011,7,27,1
802,802,1,2011-07-06,86,70,78,6,61,67,0,13,423,1930, , 0.00,29.27,29.97,5.7,4,7.5,2011,7,27,2
803,803,1,2011-07-07,82,63,73,1,53,62,0,8,423,1930,RA, 0.00,29.22,29.95,5.1,7,6.2,2011,7,27,3
804,804,1,2011-07-08,86,61,74,1,51,62,0,9,424,1929, ,0.00,29.17,29.88,5.1,6,6.0,2011,7,27,4
805,805,1,2011-07-09,91,61,76,3,58,66,0,11,425,1929, ,0.00,29.21,29.92,5.2,19,5.9,2011,7,27,5
806,806,1,2011-07-10,91,74,83,10,68,72,0,18,425,1929,HZ, 0.00,29.18,29.89,9.3,19,9.7,2011,7,27,6
807,807,1,2011-07-11,88,71,80,7,71,74,0,15,426,1928,HZ,0.39,29.12,29.82,5.5,25,8.5,2011,7,28,0
808,808,1,2011-07-12,87,70,79,6,63,69,0,14,427,1928,RA,0.01,29.25,29.94,5.6,2,7.7,2011,7,28,1
809,809,1,2011-07-13,74,63,69,-4,57,62,0,4,428,1927, ,0.00,29.35,30.06,10.5,4,10.9,2011,7,28,2
810,810,1,2011-07-14,82,59,71,-2,56,63,0,6,428,1927, ,0.00,29.3,30.02,6.5,10,8.0,2011,7,28,3
811,811,1,2011-07-15,87,70,79,5,60,66,0,14,429,1926, , 0.00,29.27,29.98,5.4,9,6.7,2011,7,28,4
812,812,1,2011-07-16,89,71,80,6,61,68,0,15,430,1925,RA, 0.00,29.32,30.02,3.4,19,4.3,2011,7,28,5
813,813,1,2011-07-17,95,69,82,8,69,74,0,17,431,1925, ,0.00,29.35,30.06,6.2,22,6.4,2011,7,28,6
814,814,1,2011-07-18,92,80,86,12,75,78,0,21,432,1924,RA HZ,0.01,29.23,29.96,10.6,25,10.8,2011,7,29,0
815,815,1,2011-07-19,93,78,86,12,72,76,0,21,433,1923, ,0.00,29.17,29.89,4.5,7,6.2,2011,7,29,1
816,816,1,2011-07-20,99,73,86,12,73,77,0,21,433,1923,BR HZ,0.02,29.08,29.8,9.0,23,10.7,2011,7,29,2
817,817,1,2011-07-21,99,75,87,13,70,76,0,22,434,1922,TS,0.02,29.1,29.8,6.2,28,8.8,2011,7,29,3
818,818,1,2011-07-22,88,70,79,5,70,73,0,14,435,1921,TS TSRA RA BR,1.55,29.18,29.88,1.7,9,9.0,2011,7,29,4
819,819,1,2011-07-23,87,70,79,5,70,73,0,14,436,1920,TS TSRA RA BR,6.86,29.23,29.95,0.8,30,5.3,2011,7,29,5
820,820,1,2011-07-24,87,72,80,6,70,73,0,15,437,1919,TS TSRA BR,0.18,29.26,29.97,1.5,23,6.4,2011,7,29,6
821,821,1,2011-07-25,88,73,81,7,66,71,0,16,438,1918, ,0.00,29.2,29.91,3.4,32,6.5,2011,7,30,0
822,822,1,2011-07-26,83,71,77,3,63,68,0,12,439,1918, ,0.00,29.18,29.88,6.3,5,8.5,2011,7,30,1
823,823,1,2011-07-27,90,68,79,5,66,70,0,14,440,1917,TS TSRA,0.71,29.13,29.85,6.2,16,9.5,2011,7,30,2
824,824,1,2011-07-28,87,73,80,6,71,74,0,15,441,1916,TSRA RA BR,0.70,29.2,29.89,3.2,23,6.8,2011,7,30,3
825,825,1,2011-07-29,86,71,79,5,67,71,0,14,442,1915,BR,0.70,29.28,29.98,4.3,4,5.9,2011,7,30,4
826,826,1,2011-07-30,91,67,79,5,64,70,0,14,443,1914, ,0.00,29.35,30.05,2.4,13,3.4,2011,7,30,5
827,827,1,2011-07-31,90,68,79,5,69,73,0,14,444,1913, ,0.00,29.35,30.06,4.9,25,5.0,2011,7,30,6
828,828,1,2011-08-01,91,74,83,10,72,75,0,18,445,1911, ,0.00,29.28,29.99,4.2,27,4.9,2011,8,31,0
829,829,1,2011-08-02,93,74,84,11,73,76,0,19,446,1910, ,0.43,29.04,29.77,8.3,21,9.1,2011,8,31,1
830,830,1,2011-08-03,86,72,79,6,67,71,0,14,447,1909, ,0.00,29.11,29.81,6.9,2,8.0,2011,8,31,2
831,831,1,2011-08-04,84,69,77,4,66,69,0,12,448,1908, ,0.00,29.25,29.94,5.3,5,6.0,2011,8,31,3
832,832,1,2011-08-05,83,69,76,3,68,71,0,11,449,1907,RA, 0.00,29.21,29.93,4.0,5,5.5,2011,8,31,4
833,833,1,2011-08-06,85,72,79,6,70,72,0,14,450,1906,RA BR,0.18,29.1,29.82,2.5,5,4.0,2011,8,31,5
834,834,1,2011-08-07,86,68,77,4,69,71,0,12,451,1904,TSRA BR,0.75,29.03,29.75,4.6,27,6.4,2011,8,31,6
835,835,1,2011-08-08,80,68,74,1,67,69,0,9,452,1903,RA BR,0.63,29.0,29.72,4.0,4,6.2,2011,8,32,0
836,836,1,2011-08-09,80,64,72,-1,61,66,0,7,453,1902,BR,0.00,28.97,29.67,10.8,28,11.1,2011,8,32,1
837,837,1,2011-08-10,77,61,69,-4,54,61,0,4,454,1900, ,0.00,29.14,29.84,7.3,31,8.7,2011,8,32,2
838,838,1,2011-08-11,81,57,69,-4,54,61,0,4,455,1859, ,0.00,29.25,29.95,2.0,24,3.0,2011,8,32,3
839,839,1,2011-08-12,81,60,71,-2,59,64,0,6,456,1858, ,0.00,29.22,29.94,8.3,19,8.5,2011,8,32,4
840,840,1,2011-08-13,83,62,73,0,64,66,0,8,457,1856,RA,0.75,29.15,29.86,3.6,27,6.7,2011,8,32,5
841,841,1,2011-08-14,75,62,69,-3,60,63,0,4,458,1855,RA, 0.00,29.24,29.95,10.4,36,11.7,2011,8,32,6
842,842,1,2011-08-15,82,57,70,-2,55,62,0,5,459,1854, ,0.00,29.28,29.98,2.4,2,4.9,2011,8,33,0
843,843,1,2011-08-16,85,61,73,1,58,64,0,8,500,1852, ,0.00,29.32,30.03,2.9,18,3.9,2011,8,33,1
844,844,1,2011-08-17,83,62,73,1,63,67,0,8,501,1851, ,0.00,29.31,30.02,5.6,22,6.0,2011,8,33,2
845,845,1,2011-08-18,84,67,76,4,60,66,0,11,502,1849, ,0.00,29.23,29.96,2.3,4,5.2,2011,8,33,3
846,846,1,2011-08-19,87,64,76,5,63,68,0,11,503,1848, ,0.00,29.18,29.89,3.3,14,5.2,2011,8,33,4
847,847,1,2011-08-20,80,66,73,2,67,69,0,8,504,1846,RA FG BR,1.11,29.22,29.92,1.3,21,3.4,2011,8,33,5
848,848,1,2011-08-21,80,64,72,1,58,63,0,7,505,1845,RA, 0.00,29.26,29.97,8.0,32,8.5,2011,8,33,6
849,849,1,2011-08-22,82,59,71,0,59,64,0,6,506,1843, ,0.00,29.3,30.02,1.6,26,4.1,2011,8,34,0
850,850,1,2011-08-23,73,62,68,-3,63,65,0,3,508,1842,TSRA BR,0.65,29.1,29.86,9.1,20,9.8,2011,8,34,1
851,851,1,2011-08-24,92,69,81,10,65,70,0,16,509,1840,BR,0.00,28.99,29.7,8.2,27,10.7,2011,8,34,2
852,852,1,2011-08-25,83,64,74,4,59,64,0,9,510,1839, ,0.00,29.26,29.95,4.1,36,7.3,2011,8,34,3
853,853,1,2011-08-26,83,59,71,1,58,63,0,6,511,1837, ,0.00,29.26,29.98,1.9,26,3.3,2011,8,34,4
854,854,1,2011-08-27,81,64,73,3,62,66,0,8,512,1835, ,0.00,29.21,29.93,8.2,2,9.2,2011,8,34,5
855,855,1,2011-08-28,77,61,69,-1,57,61,0,4,513,1834, ,0.00,29.22,29.93,7.0,2,7.9,2011,8,34,6
856,856,1,2011-08-29,79,59,69,-1,56,62,0,4,514,1832, ,0.00,29.31,30.01,1.4,2,3.5,2011,8,35,0
857,857,1,2011-08-30,76,61,69,-1,56,62,0,4,515,1831,RA,0.04,29.33,30.03,5.3,15,6.3,2011,8,35,1
858,858,1,2011-08-31,87,65,76,7,64,68,0,11,516,1829,RA, 0.00,29.23,29.95,5.4,17,8.3,2011,8,35,2
859,859,1,2011-09-01,93,71,82,14,71,75,0,17,517,1827, ,0.00,29.2,29.91,5.2,21,5.9,2011,9,35,3
860,860,1,2011-09-02,92,76,84,16,69,74,0,19,518,1826,HZ,0.00,29.18,29.89,4.9,22,7.4,2011,9,35,4
861,861,1,2011-09-03,89,69,79,11,67,71,0,14,519,1824,RA BR HZ,0.02,29.16,29.87,2.5,29,6.2,2011,9,35,5
862,862,1,2011-09-04,73,58,66,-2,54,60,0,1,520,1822, ,0.00,29.24,29.94,10.5,32,11.5,2011,9,35,6
863,863,1,2011-09-05,65,52,59,-8,45,52,6,0,521,1821, ,0.00,29.39,30.1,14.2,1,14.8,2011,9,36,0
864,864,1,2011-09-06,66,51,59,-8,46,52,6,0,522,1819, ,0.00,29.44,30.16,9.5,3,10.1,2011,9,36,1
865,865,1,2011-09-07,70,52,61,-6,47,54,4,0,523,1817, ,0.00,29.42,30.16,10.2,1,10.8,2011,9,36,2
866,866,1,2011-09-08,75,57,66,0,53,59,0,1,524,1815,RA, 0.00,29.34,30.03,13.0,2,13.4,2011,9,36,3
867,867,1,2011-09-09,72,60,66,0,60,62,0,1,525,1814,RA,0.02,29.23,29.96,8.2,4,8.3,2011,9,36,4
868,868,1,2011-09-10,78,56,67,1,59,62,0,2,526,1812,BR,0.00,29.29,30.0,0.9,14,3.1,2011,9,36,5
869,869,1,2011-09-11,83,57,70,5,59,63,0,5,527,1810,BR,0.00,29.27,29.99,5.1,27,5.5,2011,9,36,6
870,870,1,2011-09-12,86,64,75,10,59,65,0,10,528,1809, ,0.00,29.18,29.91,10.5,23,10.9,2011,9,37,0
871,871,1,2011-09-13,73,56,65,0,54,59,0,0,529,1807,BR HZ FU,0.00,29.2,29.9,4.9,31,8.7,2011,9,37,1
872,872,1,2011-09-14,58,47,53,-11,43,49,12,0,530,1805,RA BR HZ FU,0.08,29.39,30.09,6.3,34,7.3,2011,9,37,2
873,873,1,2011-09-15,59,42,51,-13,35,44,14,0,531,1803, ,0.00,29.61,30.33,7.4,1,8.5,2011,9,37,3
874,874,1,2011-09-16,58,46,52,-12,40,47,13,0,532,1800, ,0.00,29.59,30.33,1.4,8,3.3,2011,9,37,4
875,875,1,2011-09-17,68,50,59,-5,45,52,6,0,533,1758, ,0.00,29.53,30.27,7.7,11,8.9,2011,9,37,5
876,876,1,2011-09-18,65,55,60,-4,55,57,5,0,535,1756,RA DZ BR,0.43,29.34,30.11,8.9,15,9.5,2011,9,37,6
877,877,1,2011-09-19,69,54,62,-1,58,60,3,0,536,1755,RA BR,0.24,29.24,29.96,4.1,29,5.8,2011,9,38,0
878,878,1,2011-09-20,74,49,62,0,54,58,3,0,537,1753,MIFG BCFG BR,0.00,29.26,29.99,7.3,18,7.3,2011,9,38,1
879,879,1,2011-09-21,71,56,64,2,49,56,1,0,538,1751,RA, 0.00,29.23,29.95,10.2,25,11.0,2011,9,38,2
880,880,1,2011-09-22,64,51,58,-4,47,52,7,0,539,1749, ,0.00,29.36,30.08,4.6,27,6.9,2011,9,38,3
881,881,1,2011-09-23,62,48,55,-6,44,49,10,0,540,1748, ,0.00,29.33,30.06,5.9,36,7.0,2011,9,38,4
882,882,1,2011-09-24,62,51,57,-4,49,51,8,0,541,1746,RA BR,0.14,29.26,29.99,3.6,3,4.6,2011,9,38,5
883,883,1,2011-09-25,64,51,58,-3,53,55,7,0,542,1744,RA,0.08,29.13,29.87,4.1,14,5.5,2011,9,38,6
884,884,1,2011-09-26,60,53,57,-3,51,53,8,0,543,1742,RA BR,1.21,28.92,29.65,8.8,18,15.4,2011,9,39,0
885,885,1,2011-09-27,63,54,59,-1,53,55,6,0,544,1741,RA BR,0.31,29.0,29.71,4.3,6,8.3,2011,9,39,1
886,886,1,2011-09-28,63,53,58,-1,54,55,7,0,545,1739,RA BR,0.77,29.07,29.78,6.5,32,7.0,2011,9,39,2
887,887,1,2011-09-29,66,49,58,-1,51,53,7,0,546,1737,RA BR,0.06,28.98,29.7,11.7,28,13.5,2011,9,39,3
888,888,1,2011-09-30,57,45,51,-8,41,47,14,0,547,1735,RA,0.09,29.32,30.01,14.6,34,15.0,2011,9,39,4
889,889,1,2011-10-01,56,42,49,-9,40,45,16,0,548,1734, , 0.00,29.53,30.26,9.6,36,10.3,2011,10,39,5
890,890,1,2011-10-02,66,41,54,-4,38,46,11,0,549,1732, ,0.00,29.47,30.22,4.7,32,5.4,2011,10,39,6
891,891,1,2011-10-03,69,44,57,0,45,50,8,0,550,1730, ,0.00,29.48,30.21,3.4,3,5.0,2011,10,40,0
892,892,1,2011-10-04,76,43,60,3,47,52,5,0,552,1729, ,0.00,29.52,30.25,1.1,16,2.3,2011,10,40,1
893,893,1,2011-10-05,80,49,65,8,48,55,0,0,553,1727, ,0.00,29.49,30.22,1.9,18,3.2,2011,10,40,2
894,894,1,2011-10-06,81,50,66,10,51,58,0,1,554,1725, ,0.00,29.5,30.23,3.8,15,4.6,2011,10,40,3
895,895,1,2011-10-07,84,54,69,13,53,59,0,4,555,1724, ,0.00,29.52,30.25,7.5,18,7.7,2011,10,40,4
896,896,1,2011-10-08,82,54,68,12,54,60,0,3,556,1722, ,0.00,29.56,30.27,7.2,19,7.6,2011,10,40,5
897,897,1,2011-10-09,80,52,66,11,51,58,0,1,557,1720, ,0.00,29.55,30.29,2.8,9,3.8,2011,10,40,6
898,898,1,2011-10-10,76,54,65,10,51,57,0,0,558,1719, ,0.00,29.39,30.13,5.2,16,6.0,2011,10,41,0
899,899,1,2011-10-11,79,57,68,14,54,60,0,3,559,1717, ,0.00,29.23,29.97,4.1,15,4.9,2011,10,41,1
900,900,1,2011-10-12,78,55,67,13,52,58,0,2,600,1715, ,0.00,29.03,29.77,7.0,14,8.1,2011,10,41,2
901,901,1,2011-10-13,66,52,59,6,55,58,6,0,602,1714,RA BR,0.28,28.81,29.54,4.3,26,7.0,2011,10,41,3
902,902,1,2011-10-14,62,48,55,2,41,48,10,0,603,1712, ,0.00,28.9,29.6,15.4,28,15.6,2011,10,41,4
903,903,1,2011-10-15,62,47,55,2,36,46,10,0,604,1711, ,0.00,29.1,29.8,14.8,27,15.3,2011,10,41,5
904,904,1,2011-10-16,62,48,55,3,39,46,10,0,605,1709,RA,0.17,29.08,29.81,7.4,28,8.5,2011,10,41,6
905,905,1,2011-10-17,59,41,50,-2,33,42,15,0,606,1707, ,0.00,29.11,29.85,10.2,26,10.4,2011,10,42,0
906,906,1,2011-10-18,54,41,48,-3,37,43,17,0,607,1706,RA,0.06,29.09,29.83,6.4,1,8.5,2011,10,42,1
907,907,1,2011-10-19,49,44,47,-4,40,44,18,0,608,1704,RA BR,0.85,28.93,29.69,17.1,36,18.0,2011,10,42,2
908,908,1,2011-10-20,47,43,45,-5,37,42,20,0,610,1703,RA,0.08,29.0,29.69,15.8,32,16.1,2011,10,42,3
909,909,1,2011-10-21,55,38,47,-3,34,41,18,0,611,1701, ,0.00,29.32,30.03,4.6,29,5.4,2011,10,42,4
910,910,1,2011-10-22,66,34,50,0,37,44,15,0,612,1700, ,0.00,29.28,30.02,3.2,23,3.7,2011,10,42,5
911,911,1,2011-10-23,68,38,53,4,41,48,12,0,613,1658,TSRA RA BR,0.20,29.19,29.93,6.1,22,6.9,2011,10,42,6
912,912,1,2011-10-24,63,45,54,5,39,46,11,0,614,1657, ,0.00,29.34,30.05,5.7,28,7.3,2011,10,43,0
913,913,1,2011-10-25,74,45,60,12,46,53,5,0,616,1656,RA,0.02,29.11,29.86,7.6,19,11.9,2011,10,43,1
914,914,1,2011-10-26,53,47,50,2,42,46,15,0,617,1654, ,0.00,29.19,29.91,12.4,36,12.6,2011,10,43,2
915,915,1,2011-10-27,53,39,46,-2,37,42,19,0,618,1653,RA,0.12,29.34,30.04,3.6,35,5.8,2011,10,43,3
916,916,1,2011-10-28,55,35,45,-2,33,40,20,0,619,1651, ,0.03,29.36,30.1,4.9,22,5.6,2011,10,43,4
917,917,1,2011-10-29,55,34,45,-2,30,38,20,0,620,1650, ,0.00,29.34,30.07,4.6,28,5.2,2011,10,43,5
918,918,1,2011-10-30,57,33,45,-1,36,41,20,0,622,1649,RA BR,0.17,29.27,30.02,10.6,19,11.1,2011,10,43,6
919,919,1,2011-10-31,53,36,45,-1,36,40,20,0,623,1647,BR,0.00,29.34,30.06,3.9,25,4.8,2011,10,44,0
920,920,1,2012-05-01,65,49,57,4,52,55,8,0,448,1849,RA BR HZ,0.09,29.18,29.92,6.2,12,7.7,2012,5,18,1
921,921,1,2012-05-02,80,58,69,15,60,64,0,4,447,1850,FG+ BR,0.00,29.12,29.84,8.1,21,10.1,2012,5,18,2
922,922,1,2012-05-03,86,66,76,22,65,69,0,11,446,1851,TS TSRA,1.34,29.16,29.86,10.8,21,12.0,2012,5,18,3
923,923,1,2012-05-04,73,55,64,10,55,58,1,0,444,1852,TSRA BR HZ,0.28,29.23,29.94,5.2,5,9.2,2012,5,18,4
924,924,1,2012-05-05,60,52,56,1,52,54,9,0,443,1853,RA BR HZ, 0.00,29.29,30.01,8.0,4,8.3,2012,5,18,5
925,925,1,2012-05-06,70,51,61,6,53,56,4,0,442,1855,TS TSRA RA BR,0.80,29.22,29.94,5.0,6,8.5,2012,5,18,6
926,926,1,2012-05-07,64,52,58,3,55,57,7,0,441,1856,TSRA RA FG+ FG BR HZ,0.47,29.15,29.87,2.3,34,5.4,2012,5,19,0
927,927,1,2012-05-08,70,52,61,5,45,53,4,0,439,1857,BR,0.00,29.13,29.86,8.3,28,8.9,2012,5,19,1
928,928,1,2012-05-09,60,47,54,-2,43,49,11,0,438,1858,RA,0.06,29.2,29.92,4.2,1,7.6,2012,5,19,2
929,929,1,2012-05-10,67,46,57,1,34,46,8,0,437,1859, ,0.00,29.29,30.0,3.2,5,7.5,2012,5,19,3
930,930,1,2012-05-11,78,43,61,4,40,52,4,0,436,1900, ,0.00,29.36,30.08,9.3,20,9.5,2012,5,19,4
931,931,1,2012-05-12,69,53,61,4,42,51,4,0,435,1901,RA,0.03,29.51,30.22,5.7,3,9.3,2012,5,19,5
932,932,1,2012-05-13,72,50,61,3,31,48,4,0,434,1902, ,0.00,29.45,30.18,7.4,4,7.8,2012,5,19,6
933,933,1,2012-05-14,82,43,63,5,36,51,2,0,433,1903, ,0.00,29.31,30.05,2.5,19,5.2,2012,5,20,0
934,934,1,2012-05-15,86,57,72,14,45,57,0,7,432,1904,TS RA,0.05,29.18,29.9,6.9,25,12.6,2012,5,20,1
935,935,1,2012-05-16,65,50,58,-1,33,46,7,0,431,1905, ,0.00,29.38,30.09,9.6,5,10.5,2012,5,20,2
936,936,1,2012-05-17,74,45,60,1,39,50,5,0,430,1906, ,0.00,29.38,30.1,5.3,11,5.8,2012,5,20,3
937,937,1,2012-05-18,85,53,69,9,41,54,0,4,429,1907, ,0.00,29.29,30.02,8.7,16,9.2,2012,5,20,4
938,938,1,2012-05-19,92,59,76,16,53,62,0,11,428,1908, ,0.00,29.29,30.0,8.2,17,9.1,2012,5,20,5
939,939,1,2012-05-20,93,65,79,18,57,65,0,14,427,1909,TSRA RA,0.14,29.28,29.98,8.2,22,11.6,2012,5,20,6
940,940,1,2012-05-21,67,54,61,0,44,52,4,0,426,1910, ,0.00,29.39,30.11,11.6,1,12.6,2012,5,21,0
941,941,1,2012-05-22,71,50,61,0,41,51,4,0,425,1911, ,0.00,29.28,30.02,6.1,5,7.2,2012,5,21,1
942,942,1,2012-05-23,82,47,65,4,42,54,0,0,425,1912, ,0.00,29.1,29.84,6.6,16,6.9,2012,5,21,2
943,943,1,2012-05-24,90,64,77,15,53,63,0,12,424,1913, ,0.00,28.97,29.69,17.5,18,17.7,2012,5,21,3
944,944,1,2012-05-25,83,65,74,12,49,59,0,9,423,1914, ,0.00,29.31,29.98,3.4,3,10.0,2012,5,21,4
945,945,1,2012-05-26,86,60,73,11,54,61,0,8,422,1915,RA, 0.00,29.37,30.07,9.6,7,11.2,2012,5,21,5
946,946,1,2012-05-27,97,70,84,22,59,68,0,19,422,1916, ,0.00,29.16,29.9,8.7,18,10.1,2012,5,21,6
947,947,1,2012-05-28,95,77,86,23,60,69,0,21,421,1916, , 0.00,29.03,29.75,13.4,22,14.0,2012,5,22,0
948,948,1,2012-05-29,85,61,73,9,46,59,0,8,421,1917, ,0.00,29.1,29.81,11.1,28,12.2,2012,5,22,1
949,949,1,2012-05-30,70,53,62,-2,46,53,3,0,420,1918, ,0.00,29.22,29.91,5.4,36,9.6,2012,5,22,2
950,950,1,2012-05-31,54,47,51,-13,45,48,14,0,420,1919,RA BR,1.12,29.2,29.95,10.3,4,11.0,2012,5,22,3
951,951,1,2012-06-01,65,49,57,-7,43,49,8,0,419,1920,RA,0.01,29.07,29.8,7.3,36,9.9,2012,6,22,4
952,952,1,2012-06-02,76,49,63,-1,46,55,2,0,419,1920, ,0.00,29.03,29.75,10.6,26,10.8,2012,6,22,5
953,953,1,2012-06-03,81,57,69,5,48,58,0,4,418,1921, , 0.00,29.1,29.81,9.5,28,9.7,2012,6,22,6
954,954,1,2012-06-04,75,59,67,3,47,56,0,2,418,1922, , 0.00,29.18,29.89,7.5,4,8.2,2012,6,23,0
955,955,1,2012-06-05,70,57,64,-1,49,56,1,0,417,1923, ,0.00,29.29,30.0,8.9,4,9.2,2012,6,23,1
956,956,1,2012-06-06,76,52,64,-2,46,55,1,0,417,1923, ,0.00,29.36,30.07,6.2,4,6.5,2012,6,23,2
957,957,1,2012-06-07,82,54,68,2,44,56,0,3,417,1924, ,0.00,29.38,30.09,2.2,10,4.5,2012,6,23,3
958,958,1,2012-06-08,88,54,71,5,49,60,0,6,417,1925, ,0.00,29.26,29.99,7.2,25,7.7,2012,6,23,4
959,959,1,2012-06-09,90,65,78,12,50,62,0,13,416,1925, ,0.00,29.18,29.9,9.3,22,10.1,2012,6,23,5
960,960,1,2012-06-10,93,67,80,13,56,66,0,15,416,1926, ,0.00,29.2,29.9,11.9,19,12.3,2012,6,23,6
961,961,1,2012-06-11,90,70,80,13,62,68,0,15,416,1926,RA, 0.00,29.12,29.82,8.9,23,11.1,2012,6,24,0
962,962,1,2012-06-12,78,59,69,1,46,57,0,4,416,1927, ,0.00,29.34,30.03,7.0,33,10.5,2012,6,24,1
963,963,1,2012-06-13,72,54,63,-5,45,55,2,0,416,1927, ,0.00,29.43,30.15,7.2,8,7.5,2012,6,24,2
964,964,1,2012-06-14,87,56,72,4,48,59,0,7,416,1928, ,0.00,29.34,30.08,7.9,13,9.0,2012,6,24,3
965,965,1,2012-06-15,94,59,77,9,49,62,0,12,416,1928, ,0.00,29.33,30.04,8.2,16,9.7,2012,6,24,4
966,966,1,2012-06-16,94,69,82,13,60,68,0,17,416,1929,RA BR,0.31,29.23,29.95,10.0,20,11.3,2012,6,24,5
967,967,1,2012-06-17,87,69,78,9,59,66,0,13,416,1929,RA BR,0.11,29.13,29.85,5.7,23,7.1,2012,6,24,6
968,968,1,2012-06-18,94,69,82,12,65,71,0,17,416,1929, ,0.00,29.03,29.73,16.8,21,17.2,2012,6,25,0
969,969,1,2012-06-19,95,78,87,17,65,72,0,22,416,1930, ,0.00,29.21,29.89,14.9,21,15.5,2012,6,25,1
970,970,1,2012-06-20,95,77,86,16,62,71,0,21,416,1930, ,0.00,29.22,29.93,15.2,21,15.4,2012,6,25,2
971,971,1,2012-06-21,85,70,78,8,59,66,0,13,416,1930,RA,0.01,29.21,29.91,7.5,27,9.8,2012,6,25,3
972,972,1,2012-06-22,87,64,76,6,52,62,0,11,417,1931, ,0.00,29.26,29.97,2.6,34,6.6,2012,6,25,4
973,973,1,2012-06-23,87,62,75,5,55,64,0,10,417,1931, ,0.00,29.28,30.0,3.2,8,5.7,2012,6,25,5
974,974,1,2012-06-24,94,65,80,9,57,65,0,15,417,1931, ,0.00,29.25,29.96,3.1,4,7.0,2012,6,25,6
975,975,1,2012-06-25,76,60,68,-3,49,58,0,3,417,1931, ,0.00,29.35,30.06,13.6,4,14.0,2012,6,26,0
976,976,1,2012-06-26,83,56,70,-1,50,59,0,5,418,1931, ,0.00,29.27,30.0,3.5,9,4.9,2012,6,26,1
977,977,1,2012-06-27,92,57,75,4,51,63,0,10,418,1931, ,0.00,29.13,29.87,12.1,20,12.4,2012,6,26,2
978,978,1,2012-06-28,100,76,88,17,69,74,0,23,419,1931,TSRA HZ,0.04,29.08,29.78,6.4,26,8.4,2012,6,26,3
979,979,1,2012-06-29,88,69,79,8,61,67,0,14,419,1931,TS TSRA RA,0.42,29.16,29.84,2.4,4,6.9,2012,6,26,4
980,980,1,2012-06-30,92,69,81,9,67,72,0,16,419,1931, ,0.00,29.11,29.82,6.0,24,6.6,2012,6,26,5
981,981,1,2012-07-01,91,68,80,8,67,71,0,15,420,1931, , 0.00,29.23,29.92,3.1,23,5.4,2012,7,26,6
982,982,1,2012-07-02,98,71,85,13,69,74,0,20,420,1931,BR HZ,0.00,29.21,29.93,4.4,23,5.2,2012,7,27,0
983,983,1,2012-07-03,96,77,87,15,67,74,0,22,421,1931, ,0.00,29.13,29.85,9.4,25,9.9,2012,7,27,1
984,984,1,2012-07-04,102,79,91,19,68,75,0,26,422,1930, ,0.00,29.15,29.85,9.4,25,9.6,2012,7,27,2
985,985,1,2012-07-05,103,79,91,19,69,75,0,26,422,1930,TSRA,0.28,29.2,29.89,5.5,24,7.5,2012,7,27,3
986,986,1,2012-07-06,103,82,93,21,71,77,0,28,423,1930, ,0.00,29.21,29.92,6.5,27,7.3,2012,7,27,4
